transaction_id,date,product_id,machine_id,planned_units,units_produced,units_defective,planned_duration,actual_duration
557,2025-06-11,P065,M068,378,360,19,418,440
558,2025-10-27,P092,M041,642,582,26,342,413
559,2025-11-20,P008,M009,702,671,28,347,448
560,2025-08-09,P058,M034,579,556,6,298,377
561,2025-05-03,P001,M019,658,609,10,524,522
562,2025-10-05,P005,M037,568,499,12,349,351
563,2025-11-25,P069,M023,426,374,23,406,522
564,2025-03-04,P099,M010,994,977,14,563,709
565,2025-05-03,P092,M061,854,733,19,447,574
566,2025-11-21,P017,M027,455,413,19,563,665
567,2025-07-07,P040,M021,419,411,23,382,383
568,2025-08-21,P058,M051,622,620,47,346,472
569,2025-11-13,P064,M011,229,211,8,524,633
570,2025-01-14,P047,M055,215,199,4,559,596
571,2025-12-09,P029,M043,187,183,4,468,527
572,2025-04-09,P010,M038,617,604,40,501,476
573,2025-08-17,P044,M046,226,213,6,157,145
574,2025-10-08,P004,M072,922,826,65,468,473
575,2025-04-26,P057,M047,408,357,2,178,234
576,2025-04-29,P071,M037,214,204,7,526,514
577,2025-07-25,P012,M035,670,581,12,532,524
578,2025-05-19,P090,M004,927,845,24,160,182
579,2025-01-17,P038,M009,254,244,19,427,508
580,2025-07-11,P090,M051,942,807,20,204,237
581,2025-09-24,P018,M064,594,555,19,524,476
582,2025-09-03,P075,M032,517,470,24,103,138
583,2025-08-02,P061,M068,339,334,16,144,137
584,2025-07-05,P006,M023,121,112,3,593,654
585,2025-04-19,P093,M050,871,782,4,83,92
586,2025-09-17,P009,M025,640,549,18,444,540
587,2025-03-30,P045,M019,449,385,10,230,320
588,2025-10-13,P070,M046,232,215,13,280,366
589,2025-08-15,P031,M037,273,257,2,88,95
590,2025-05-05,P066,M051,514,484,27,284,316
591,2025-01-05,P066,M062,768,700,53,322,386
592,2025-10-17,P003,M012,807,733,45,349,356
593,2025-04-18,P091,M056,691,646,24,569,616
594,2025-12-06,P095,M058,177,173,5,590,750
595,2025-08-15,P034,M042,716,633,12,203,229
596,2025-05-11,P095,M057,341,338,4,326,406
597,2025-11-29,P013,M073,859,731,19,217,217
598,2025-11-22,P034,M020,629,544,36,195,212
599,2025-11-30,P096,M011,643,573,40,515,583
600,2025-12-16,P087,M008,949,873,17,587,531
601,2025-04-13,P045,M031,727,619,9,229,222
602,2025-12-31,P059,M038,270,258,4,139,161
603,2025-01-31,P010,M024,520,457,22,522,622
604,2025-03-18,P075,M045,172,159,6,563,692
605,2025-09-21,P080,M071,361,315,8,559,509
606,2025-04-17,P089,M046,858,835,13,259,307
607,2025-11-21,P067,M060,389,381,9,566,774
608,2025-12-14,P047,M063,501,447,12,414,450
609,2025-07-06,P012,M060,993,964,66,582,723
610,2025-10-13,P089,M047,505,463,19,495,679
611,2025-02-21,P076,M060,775,664,41,237,297
612,2025-02-17,P071,M059,303,260,15,131,136
613,2025-05-18,P024,M029,849,762,16,457,441
614,2025-12-09,P050,M008,282,271,11,396,547
615,2025-09-13,P009,M010,114,109,3,150,184
616,2025-03-26,P019,M063,972,937,40,381,359
617,2025-05-07,P027,M025,576,512,3,351,320
618,2025-10-07,P074,M018,686,645,36,128,171
619,2025-08-28,P076,M028,553,517,32,142,136
620,2025-05-22,P024,M028,464,439,27,365,342
621,2025-09-02,P035,M071,875,870,18,99,128
622,2025-01-10,P089,M018,949,916,32,260,318
623,2025-02-03,P092,M069,1000,913,46,292,379
624,2025-03-15,P047,M016,518,476,36,75,68
625,2025-07-22,P067,M070,676,640,20,276,316
626,2025-11-28,P064,M056,400,379,27,467,625
627,2025-12-13,P059,M067,186,162,1,413,421
628,2025-09-05,P092,M050,627,607,4,130,137
629,2025-07-10,P049,M026,255,227,14,273,358
630,2025-07-27,P027,M008,821,769,32,107,111
631,2025-05-30,P064,M003,787,717,33,168,227
632,2025-02-09,P032,M037,394,345,24,241,224
633,2025-08-06,P025,M001,505,442,23,194,187
634,2025-10-12,P013,M002,211,182,10,437,577
635,2025-09-10,P076,M031,508,483,29,68,86
636,2025-06-19,P086,M024,222,203,5,113,137
637,2025-12-09,P027,M060,694,590,8,142,154
638,2025-12-14,P048,M009,358,353,11,77,83
639,2025-04-16,P087,M017,788,701,7,340,324
640,2025-08-26,P073,M065,457,397,18,477,507
641,2025-03-31,P024,M057,533,458,31,526,659
642,2025-02-25,P084,M023,358,334,18,189,231
643,2025-03-28,P077,M041,416,381,10,89,92
644,2025-01-03,P085,M046,234,224,4,369,433
645,2025-02-21,P022,M060,198,173,10,441,597
646,2025-06-02,P068,M054,681,609,14,331,351
647,2025-05-01,P026,M039,941,817,52,470,443
648,2025-10-25,P038,M028,675,609,20,570,796
649,2025-01-30,P087,M017,371,363,23,477,455
650,2025-04-13,P085,M067,105,97,7,520,568
651,2025-06-12,P028,M009,329,325,13,248,228
652,2025-04-13,P014,M010,978,944,43,176,200
653,2025-12-20,P049,M024,722,690,26,412,395
654,2025-07-27,P031,M023,449,386,16,310,403
655,2025-07-27,P095,M022,542,517,40,107,129
656,2025-12-14,P021,M043,568,522,3,207,190
657,2025-09-01,P075,M006,230,215,8,476,584
658,2025-07-31,P004,M028,168,163,6,181,165
659,2025-09-03,P047,M008,905,802,16,207,264
660,2025-03-15,P007,M014,123,109,0,235,321
661,2025-07-27,P054,M052,505,478,35,578,675
662,2025-04-26,P013,M018,145,132,7,260,288
663,2025-02-23,P035,M040,689,661,37,592,817
664,2025-05-03,P020,M026,194,165,3,146,154
665,2025-04-23,P037,M070,205,182,13,560,635
666,2025-07-26,P084,M001,333,292,6,224,233
667,2025-12-24,P081,M021,611,539,38,232,218
668,2025-10-17,P053,M016,583,577,6,342,317
669,2025-05-11,P026,M031,805,795,35,262,322
670,2025-08-04,P056,M026,167,142,5,508,696
671,2025-10-06,P013,M064,670,582,39,553,747
672,2025-02-17,P081,M026,756,645,7,390,533
673,2025-08-26,P090,M065,184,182,2,171,162
674,2025-12-09,P099,M071,394,345,17,98,109
675,2025-06-17,P044,M023,383,373,26,357,384
676,2025-08-20,P012,M057,305,269,11,553,702
677,2025-02-11,P002,M046,316,273,14,334,407
678,2025-04-05,P051,M055,750,690,36,110,108
679,2025-09-10,P091,M061,408,353,24,232,268
680,2025-08-19,P055,M048,748,729,28,558,730
681,2025-09-21,P006,M062,644,556,3,371,508
682,2025-07-11,P082,M056,400,359,4,105,135
683,2025-06-19,P017,M066,930,819,20,337,368
684,2025-12-25,P058,M031,950,940,21,473,623
685,2025-10-17,P011,M069,215,204,5,303,341
686,2025-11-27,P070,M019,510,488,8,177,241
687,2025-06-08,P099,M026,847,787,47,331,439
688,2025-02-12,P049,M014,275,255,15,532,540
689,2025-10-08,P025,M060,821,770,18,339,469
690,2025-02-28,P085,M033,243,241,19,380,375
691,2025-06-15,P050,M073,349,343,4,467,623
692,2025-03-21,P040,M039,365,346,25,297,358
693,2025-08-25,P005,M027,201,183,9,235,284
694,2025-09-28,P091,M061,938,892,13,381,402
695,2025-05-04,P034,M035,555,538,40,413,482
696,2025-07-10,P053,M069,451,442,4,382,467
697,2025-07-15,P024,M014,907,834,15,201,217
698,2025-11-15,P056,M029,148,138,6,72,96
699,2025-07-16,P051,M030,552,488,16,144,139
700,2025-09-21,P010,M061,768,740,39,452,506
701,2025-08-04,P096,M020,754,708,6,229,231
702,2025-08-21,P023,M019,855,760,37,97,102
703,2025-07-06,P070,M068,847,740,47,300,280
704,2025-05-09,P063,M036,809,755,30,598,811
705,2025-07-09,P022,M036,950,845,57,171,222
706,2025-03-29,P036,M035,876,781,56,144,177
707,2025-04-02,P065,M041,908,780,49,254,284
708,2025-11-05,P077,M073,450,399,29,589,605
709,2025-12-17,P063,M004,613,594,33,97,92
710,2025-12-30,P045,M017,751,744,53,493,499
711,2025-10-17,P024,M006,773,664,13,503,568
712,2025-06-15,P036,M041,163,162,8,537,585
713,2025-03-05,P058,M004,712,638,27,272,357
714,2025-05-18,P009,M012,595,584,22,519,587
715,2025-12-15,P035,M027,570,529,31,407,398
716,2025-04-07,P044,M072,746,694,18,272,364
717,2025-04-25,P063,M008,289,270,2,432,505
718,2025-11-17,P040,M066,602,546,30,80,87
719,2025-08-06,P004,M033,788,729,52,416,557
720,2025-04-27,P010,M014,294,260,20,148,153
721,2025-01-13,P071,M062,178,161,1,176,208
722,2025-04-08,P058,M030,498,466,10,275,305
723,2025-12-22,P016,M046,325,276,18,399,415
724,2025-08-13,P062,M038,611,595,18,337,324
725,2025-03-03,P064,M052,108,106,6,257,305
726,2025-07-05,P028,M042,793,701,19,254,290
727,2025-12-23,P064,M003,714,671,22,442,466
728,2025-11-14,P082,M046,903,794,21,215,211
729,2025-04-09,P050,M041,683,669,29,157,145
730,2025-11-14,P061,M043,465,400,14,210,266
731,2025-04-01,P066,M051,936,890,27,523,532
732,2025-03-28,P100,M048,437,388,19,366,436
733,2025-04-02,P068,M039,623,531,20,211,257
734,2025-09-18,P071,M017,829,810,46,207,223
735,2025-06-27,P062,M012,976,927,15,272,276
736,2025-06-02,P079,M022,567,483,23,514,617
737,2025-01-01,P094,M009,698,613,26,286,296
738,2025-02-04,P056,M030,183,170,13,382,414
739,2025-06-22,P002,M026,715,697,5,406,369
740,2025-09-28,P030,M053,954,861,31,212,195
741,2025-02-23,P073,M027,805,753,57,190,265
742,2025-06-05,P098,M051,176,150,2,79,87
743,2025-07-13,P051,M050,636,574,14,205,206
744,2025-10-07,P095,M069,969,839,14,526,507
745,2025-05-09,P034,M040,252,251,19,514,573
746,2025-06-14,P026,M035,239,205,9,379,403
747,2025-03-26,P067,M032,939,905,27,195,192
748,2025-02-23,P019,M041,990,915,9,541,570
749,2025-11-20,P048,M018,987,843,63,380,372
750,2025-06-05,P047,M014,489,467,6,352,368
751,2025-07-02,P008,M038,770,658,13,512,499
752,2025-03-24,P058,M026,341,324,18,356,451
753,2025-12-13,P021,M005,819,757,49,552,517
754,2025-06-03,P005,M070,668,646,51,236,312
755,2025-06-24,P020,M038,379,357,9,477,459
756,2025-11-14,P036,M030,535,463,29,588,747
757,2025-07-20,P026,M018,982,953,20,238,275
758,2025-08-04,P048,M001,179,155,4,585,731
759,2025-06-28,P066,M048,963,920,54,215,284
760,2025-05-02,P015,M042,445,390,20,149,160
761,2025-08-20,P007,M040,180,171,2,287,286
762,2025-12-13,P073,M029,166,159,4,458,567
763,2025-02-03,P092,M035,530,471,33,88,122
764,2025-06-02,P091,M036,709,659,22,167,189
765,2025-12-28,P090,M006,602,517,29,192,196
766,2025-04-21,P029,M066,958,844,51,392,393
767,2025-03-01,P047,M043,814,766,16,402,541
768,2025-09-26,P057,M037,499,485,27,168,200
769,2025-08-18,P056,M038,451,399,29,282,344
770,2025-12-03,P016,M032,692,594,29,147,160
771,2025-07-29,P083,M071,166,162,12,96,123
772,2025-04-10,P034,M015,891,814,17,110,103
773,2025-12-17,P026,M020,701,596,45,248,345
774,2025-07-09,P011,M068,907,880,18,335,416
775,2025-06-29,P075,M035,764,650,37,106,96
776,2025-07-19,P014,M064,828,747,19,549,726
777,2025-02-03,P034,M039,763,678,37,346,467
778,2025-03-25,P014,M017,352,347,9,348,375
779,2025-04-01,P068,M053,802,720,14,443,598
780,2025-06-21,P006,M053,233,229,11,73,90
781,2025-06-04,P089,M008,764,752,31,182,194
782,2025-08-22,P025,M019,419,406,30,390,364
783,2025-01-31,P013,M052,115,99,7,202,213
784,2025-12-16,P027,M056,856,838,5,105,134
785,2025-10-06,P012,M059,580,561,11,268,340
786,2025-04-12,P078,M012,245,214,12,466,558
787,2025-02-06,P008,M045,230,207,15,109,131
788,2025-04-18,P046,M060,417,359,3,521,529
789,2025-04-28,P085,M051,186,166,10,205,209
790,2025-01-10,P080,M033,563,529,25,236,323
791,2025-12-28,P048,M031,134,127,5,138,166
792,2025-04-10,P025,M072,332,300,8,535,672
793,2025-12-15,P092,M045,426,414,5,448,616
794,2025-01-04,P002,M053,921,840,34,97,118
795,2025-12-13,P082,M017,384,363,3,392,392
796,2025-10-18,P036,M023,270,267,16,94,89
797,2025-01-24,P013,M009,596,532,11,220,269
798,2025-04-04,P059,M068,253,240,15,594,650
799,2025-07-01,P006,M052,121,105,6,224,280
800,2025-10-23,P056,M042,308,269,8,212,236
801,2025-02-10,P093,M072,104,98,3,472,628
802,2025-06-21,P038,M055,668,601,14,310,326
803,2025-01-02,P073,M058,878,818,39,522,725
804,2025-03-03,P081,M040,441,378,18,303,341
805,2025-07-08,P057,M010,138,124,7,298,371
806,2025-05-20,P063,M002,749,745,49,60,60
807,2025-12-20,P080,M012,696,647,49,101,110
808,2025-09-15,P039,M036,871,843,60,345,312
809,2025-03-07,P098,M030,715,637,34,188,183
810,2025-09-27,P025,M069,297,272,5,595,610
811,2025-07-26,P059,M055,303,258,11,525,585
812,2025-05-30,P078,M029,315,268,1,115,151
813,2025-03-07,P012,M069,727,668,7,459,415
814,2025-01-07,P044,M004,540,481,4,278,263
815,2025-10-27,P030,M068,918,860,35,300,381
816,2025-02-25,P091,M063,618,591,25,351,354
817,2025-11-26,P054,M057,536,474,12,521,725
818,2025-11-17,P009,M048,360,339,23,176,162
819,2025-09-16,P040,M028,415,376,15,183,168
820,2025-05-15,P074,M002,154,146,1,148,145
821,2025-12-19,P088,M036,495,469,6,165,159
822,2025-02-12,P080,M067,452,386,2,425,478
823,2025-01-27,P008,M047,993,894,33,489,477
824,2025-03-06,P051,M071,476,469,31,93,96
825,2025-09-17,P023,M066,206,180,11,327,315
826,2025-09-29,P061,M046,344,331,9,551,535
827,2025-05-27,P005,M043,722,619,5,481,605
828,2025-02-15,P063,M023,946,842,19,332,381
829,2025-07-18,P050,M072,409,369,6,552,577
830,2025-04-24,P071,M017,625,596,4,100,132
831,2025-04-20,P080,M003,834,723,17,423,557
832,2025-12-03,P061,M002,506,463,27,68,66
833,2025-10-14,P036,M072,759,730,10,487,588
834,2025-09-20,P049,M048,172,161,5,197,208
835,2025-03-21,P046,M027,997,979,40,293,366
836,2025-12-02,P036,M003,326,320,22,98,102
837,2025-06-26,P004,M028,821,792,61,111,155
838,2025-12-27,P025,M062,415,410,9,140,141
839,2025-06-08,P023,M056,468,433,23,473,657
840,2025-05-01,P100,M003,653,640,28,279,337
841,2025-09-20,P023,M060,663,645,36,571,525
842,2025-04-27,P038,M023,817,780,27,457,619
843,2025-04-19,P084,M057,489,464,7,574,671
844,2025-10-07,P030,M051,153,148,4,149,170
845,2025-07-06,P082,M007,807,786,39,202,244
846,2025-02-12,P047,M031,754,641,5,229,223
847,2025-12-17,P029,M001,405,381,2,450,527
848,2025-04-13,P080,M019,981,945,11,539,543
849,2025-11-13,P033,M020,459,449,18,289,298
850,2025-09-10,P077,M034,574,537,23,406,544
851,2025-10-11,P081,M061,674,673,48,71,78
852,2025-05-15,P098,M012,166,154,5,112,120
853,2025-11-09,P070,M073,806,727,44,249,264
854,2025-11-06,P008,M050,609,608,36,321,315
855,2025-02-08,P017,M064,486,413,29,405,457
856,2025-10-02,P052,M009,276,236,15,246,221
857,2025-08-19,P073,M048,625,602,35,302,378
858,2025-11-07,P002,M049,124,105,5,71,92
859,2025-06-16,P008,M064,817,711,56,546,542
860,2025-06-22,P079,M011,269,240,15,497,671
861,2025-10-22,P071,M019,339,333,11,400,383
862,2025-07-19,P080,M046,359,346,5,276,294
863,2025-12-05,P047,M069,816,799,24,99,91
864,2025-06-27,P061,M070,747,744,11,481,648
865,2025-10-13,P048,M041,283,275,21,523,649
866,2025-04-16,P051,M068,440,399,13,578,592
867,2025-11-18,P023,M021,956,842,13,77,102
868,2025-12-23,P068,M037,115,114,3,489,458
869,2025-04-12,P093,M023,879,768,12,174,168
870,2025-05-03,P084,M069,436,430,26,311,406
871,2025-12-07,P011,M045,783,669,31,393,518
872,2025-05-20,P070,M063,346,303,16,317,354
873,2025-11-26,P090,M070,781,673,49,568,769
874,2025-01-30,P058,M035,344,292,6,292,265
875,2025-09-07,P059,M072,957,816,62,449,471
876,2025-11-13,P024,M007,556,554,13,483,564
877,2025-10-06,P031,M007,622,579,31,67,63
878,2025-03-26,P049,M026,388,332,25,506,625
879,2025-05-10,P077,M065,271,268,15,338,445
880,2025-06-09,P090,M017,151,140,7,377,378
881,2025-01-07,P058,M019,779,767,37,290,358
882,2025-04-14,P041,M006,690,589,12,574,618
883,2025-05-16,P046,M071,853,765,46,533,524
884,2025-02-18,P051,M012,375,320,22,180,189
885,2025-04-11,P078,M045,143,124,1,366,463
886,2025-01-20,P026,M061,249,213,11,224,313
887,2025-04-03,P039,M028,796,772,57,146,154
888,2025-04-17,P093,M061,129,117,2,354,441
889,2025-12-26,P049,M047,694,603,44,536,585
890,2025-05-22,P035,M033,954,840,48,491,559
891,2025-01-04,P026,M051,120,114,5,307,329
892,2025-09-13,P097,M013,664,586,3,302,397
893,2025-01-14,P094,M055,385,366,3,592,650
894,2025-11-23,P029,M061,656,590,5,173,208
895,2025-12-24,P069,M018,476,437,26,496,581
896,2025-06-21,P078,M026,849,829,13,497,669
897,2025-12-02,P079,M044,291,278,11,438,555
898,2025-03-13,P016,M024,872,840,21,299,415
899,2025-01-04,P086,M061,390,361,9,259,250
900,2025-12-31,P012,M060,437,399,31,130,142
901,2025-12-13,P017,M019,295,281,15,65,84
902,2025-06-25,P070,M044,465,406,30,124,130
903,2025-02-16,P089,M071,240,224,2,564,508
904,2025-05-29,P045,M044,141,120,4,157,211
905,2025-03-23,P084,M014,861,785,21,560,515
906,2025-03-06,P055,M064,872,808,7,184,182
907,2025-08-01,P024,M035,576,566,21,250,262
908,2025-08-10,P046,M053,921,910,58,325,423
909,2025-07-16,P073,M024,939,912,43,159,147
910,2025-03-17,P028,M038,428,376,19,406,565
911,2025-01-08,P088,M037,475,417,9,107,120
912,2025-04-16,P039,M031,985,931,29,212,290
913,2025-05-28,P021,M054,262,228,14,270,370
914,2025-12-28,P037,M068,209,199,7,496,460
915,2025-02-15,P073,M028,108,100,5,469,505
916,2025-04-24,P011,M052,237,202,12,222,221
917,2025-11-06,P079,M007,555,524,15,497,500
918,2025-08-17,P036,M036,910,902,60,300,311
919,2025-01-26,P027,M025,244,215,6,190,184
920,2025-12-08,P049,M043,913,778,30,461,560
921,2025-02-20,P056,M029,252,219,15,209,195
922,2025-08-21,P081,M045,230,198,12,313,294
923,2025-11-03,P097,M058,202,175,10,493,521
924,2025-05-29,P001,M050,225,192,2,337,388
925,2025-02-16,P043,M053,445,388,10,579,676
926,2025-01-27,P049,M066,457,417,22,187,195
927,2025-05-23,P066,M050,669,606,38,253,294
928,2025-09-23,P091,M069,807,763,37,228,263
929,2025-07-10,P028,M025,753,751,51,140,156
930,2025-09-15,P054,M036,785,724,4,445,543
931,2025-06-11,P023,M024,586,578,7,288,384
932,2025-03-28,P076,M036,361,351,22,211,280
933,2025-08-20,P088,M050,691,685,28,128,127
934,2025-07-13,P041,M056,197,189,11,524,541
935,2025-09-10,P030,M016,572,524,35,71,71
936,2025-10-04,P089,M012,521,492,7,424,388
937,2025-10-18,P039,M055,216,192,1,264,368
938,2025-08-22,P080,M064,200,180,9,169,154
939,2025-08-22,P001,M006,790,749,37,188,258
940,2025-04-02,P028,M043,930,801,36,360,392
941,2025-05-28,P083,M017,250,222,17,369,340
942,2025-04-05,P014,M057,744,679,38,390,483
943,2025-11-10,P092,M022,331,329,19,344,360
944,2025-09-08,P040,M025,767,673,30,517,496
945,2025-03-09,P035,M034,949,914,20,280,296
946,2025-07-27,P050,M062,871,772,4,447,585
947,2025-12-21,P018,M049,886,756,44,426,592
948,2025-05-10,P011,M017,639,559,36,218,255
949,2025-01-25,P084,M047,226,225,10,383,346
950,2025-08-18,P029,M015,243,227,9,449,424
951,2025-11-24,P040,M060,152,137,6,553,722
952,2025-02-24,P038,M011,520,504,20,329,302
953,2025-01-08,P042,M027,606,554,6,431,506
954,2025-12-20,P034,M008,903,852,11,128,153
955,2025-04-16,P029,M067,838,772,40,334,445
956,2025-11-15,P071,M025,660,582,21,60,57
957,2025-06-02,P080,M070,864,756,52,463,624
958,2025-03-17,P086,M065,969,870,68,275,264
959,2025-10-09,P017,M032,599,522,25,175,222
960,2025-01-17,P075,M061,303,283,6,142,133
961,2025-01-29,P031,M001,495,479,14,175,213
962,2025-02-11,P066,M056,585,578,37,215,257
963,2025-01-31,P100,M014,567,518,17,171,229
964,2025-01-16,P092,M006,648,568,39,484,609
965,2025-04-30,P064,M020,534,511,40,252,305
966,2025-04-14,P089,M005,605,549,5,318,414
967,2025-01-15,P100,M031,361,326,24,325,440
968,2025-05-09,P032,M069,921,872,65,302,311
969,2025-09-10,P092,M040,890,790,37,455,606
970,2025-01-13,P056,M017,693,650,40,284,311
971,2025-07-03,P037,M013,650,569,19,580,596
972,2025-03-12,P055,M045,150,137,2,325,417
973,2025-08-15,P044,M052,279,278,12,355,396
974,2025-12-16,P030,M035,300,276,6,576,534
975,2025-08-22,P050,M013,643,610,37,578,710
976,2025-06-26,P012,M059,408,386,5,277,318
977,2025-11-20,P017,M033,275,264,1,165,183
978,2025-03-21,P007,M017,426,364,28,550,729
979,2025-05-27,P079,M059,556,512,21,433,497
980,2025-07-06,P040,M048,390,333,15,296,274
981,2025-07-06,P080,M063,734,644,17,348,480
982,2025-04-28,P099,M045,981,934,63,208,270
983,2025-08-31,P002,M028,766,754,55,177,237
984,2025-03-28,P040,M018,992,900,39,331,399
985,2025-05-12,P094,M033,220,219,7,282,291
986,2025-06-06,P085,M057,174,159,7,120,162
987,2025-07-02,P042,M016,792,752,45,264,308
988,2025-06-17,P078,M064,488,486,38,299,286
989,2025-09-22,P021,M038,841,719,52,152,149
990,2025-03-26,P083,M071,649,623,17,207,229
991,2025-03-22,P097,M013,597,589,9,557,566
992,2025-06-14,P005,M057,928,790,37,407,451
993,2025-08-31,P036,M060,736,654,49,453,617
994,2025-10-26,P012,M062,210,201,9,196,249
995,2025-05-02,P033,M036,887,774,35,578,713
996,2025-07-31,P020,M044,967,875,16,190,243
997,2025-05-26,P049,M058,981,847,62,110,125
998,2025-09-19,P067,M002,273,243,8,95,109
999,2025-02-20,P053,M023,503,499,27,138,186
1000,2025-08-01,P036,M009,838,732,50,187,228
1001,2025-07-13,P086,M012,400,374,28,79,101
1002,2025-09-17,P054,M041,792,744,41,268,361
1003,2025-12-16,P049,M073,324,321,5,459,435
1004,2025-05-17,P029,M031,737,657,15,348,447
1005,2025-11-24,P037,M047,279,274,7,316,378
1006,2025-09-07,P051,M032,767,754,10,475,581
1007,2025-02-21,P075,M021,614,553,17,313,418
1008,2025-11-22,P080,M068,608,598,41,129,144
1009,2025-06-21,P002,M025,357,354,2,125,128
1010,2025-12-30,P098,M028,872,813,28,377,490
1011,2025-06-22,P067,M008,120,113,3,276,377
1012,2025-07-03,P060,M054,446,417,25,537,536
1013,2025-01-16,P054,M068,775,725,4,599,696
1014,2025-02-16,P002,M045,788,702,20,218,240
1015,2025-05-10,P082,M014,619,547,35,283,378
1016,2025-09-08,P069,M005,442,430,22,248,287
1017,2025-01-29,P079,M030,519,461,9,502,491
1018,2025-09-01,P099,M064,449,414,30,96,118
1019,2025-12-09,P076,M052,179,166,9,447,473
1020,2025-10-24,P019,M002,141,140,3,115,154
1021,2025-10-18,P078,M058,624,604,22,260,278
1022,2025-03-04,P045,M048,125,123,9,250,236
1023,2025-09-04,P041,M013,767,659,18,187,176
1024,2025-10-27,P023,M065,887,855,29,487,444
1025,2025-01-31,P051,M033,589,514,32,99,103
1026,2025-06-21,P093,M057,982,970,54,372,484
1027,2025-12-08,P073,M030,373,351,11,530,628
1028,2025-10-25,P088,M062,858,816,52,240,230
1029,2025-06-24,P013,M013,735,650,9,365,505
1030,2025-04-06,P075,M010,733,691,6,359,380
1031,2025-01-28,P002,M052,277,236,18,427,435
1032,2025-11-28,P039,M027,161,156,7,154,165
